$1_superfecta.numbers,$1_superfecta.paid,$1_trifecta.numbers,$1_trifecta.paid,$2_exacta.numbers,$2_exacta.paid,1.daily_double.numbers,1.daily_double.paid,1.exacta.numbers,1.exacta.paid,1.first.gate,1.first.name,1.first.place,1.first.show,1.first.win,1.second.gate,1.second.name,1.second.place,1.second.show,1.superfecta.numbers,1.superfecta.paid,1.third.gate,1.third.name,1.third.show,1.trifecta.numbers,1.trifecta.paid,10.daily_double.numbers,10.daily_double.paid,10.exacta.numbers,10.exacta.paid,10.first.gate,10.first.name,10.first.place,10.first.show,10.first.win,10.pick_3.numbers,10.pick_3.paid,10.pick_4.numbers,10.pick_4.paid,10.pick_5.numbers,10.pick_5.paid,10.second.gate,10.second.name,10.second.place,10.second.show,10.superfecta.numbers,10.superfecta.paid,10.third.gate,10.third.name,10.third.show,11.daily_double.numbers,11.daily_double.paid,11.exacta.numbers,11.exacta.paid,11.first.gate,11.first.name,11.first.place,11.first.show,11.first.win,11.pick_3.numbers,11.pick_3.paid,11.pick_4.numbers,11.pick_4.paid,11.pick_5.numbers,11.pick_5.paid,11.second.gate,11.second.name,11.second.place,11.second.show,11.superfecta.numbers,11.superfecta.paid,11.third.gate,11.third.name,11.third.show,11.trifecta.numbers,11.trifecta.paid,2.daily_double.numbers,2.daily_double.paid,2.exacta.numbers,2.exacta.paid,2.first.gate,2.first.name,2.first.place,2.first.show,2.first.win,2.second.gate,2.second.name,2.second.place,2.second.show,2.superfecta.numbers,2.superfecta.paid,2.third.gate,2.third.name,2.third.show,2.trifecta.numbers,2.trifecta.paid,3.daily_double.numbers,3.daily_double.paid,3.exacta.numbers,3.exacta.paid,3.first.gate,3.first.name,3.first.place,3.first.show,3.first.win,3.pick_3.numbers,3.pick_3.paid,3.second.gate,3.second.name,3.second.place,3.second.show,3.superfecta.numbers,3.superfecta.paid,3.third.gate,3.third.name,3.third.show,3.trifecta.numbers,3.trifecta.paid,4.daily_double.numbers,4.daily_double.paid,4.exacta.numbers,4.exacta.paid,4.first.gate,4.first.name,4.first.place,4.first.show,4.first.win,4.pick_3.numbers,4.pick_3.paid,4.pick_4.numbers,4.pick_4.paid,4.second.gate,4.second.name,4.second.place,4.second.show,4.superfecta.numbers,4.superfecta.paid,4.third.gate,4.third.name,4.third.show,4.trifecta.numbers,4.trifecta.paid,5.daily_double.numbers,5.daily_double.paid,5.exacta.numbers,5.exacta.paid,5.first.gate,5.first.name,5.first.place,5.first.show,5.first.win,5.pick_3.numbers,5.pick_3.paid,5.second.gate,5.second.name,5.second.place,5.second.show,5.superfecta.numbers,5.superfecta.paid,5.third.gate,5.third.name,5.third.show,5.trifecta.numbers,5.trifecta.paid,6.daily_double.numbers,6.daily_double.paid,6.exacta.numbers,6.exacta.paid,6.first.gate,6.first.name,6.first.place,6.first.show,6.first.win,6.pick_3.numbers,6.pick_3.paid,6.second.gate,6.second.name,6.second.place,6.second.show,6.superfecta.numbers,6.superfecta.paid,6.third.gate,6.third.name,6.third.show,6.trifecta.numbers,6.trifecta.paid,7.daily_double.numbers,7.daily_double.paid,7.exacta.numbers,7.exacta.paid,7.first.gate,7.first.name,7.first.place,7.first.show,7.first.win,7.pick_3.numbers,7.pick_3.paid,7.pick_4.numbers,7.pick_4.paid,7.second.gate,7.second.name,7.second.place,7.second.show,7.superfecta.numbers,7.superfecta.paid,7.third.gate,7.third.name,7.third.show,7.trifecta.numbers,7.trifecta.paid,8.daily_double.numbers,8.daily_double.paid,8.exacta.numbers,8.exacta.paid,8.first.gate,8.first.name,8.first.place,8.first.show,8.first.win,8.pick_3.numbers,8.pick_3.paid,8.second.gate,8.second.name,8.second.place,8.second.show,8.superfecta.numbers,8.superfecta.paid,8.third.gate,8.third.name,8.third.show,8.trifecta.numbers,8.trifecta.paid,9.daily_double.numbers,9.daily_double.paid,9.exacta.numbers,9.exacta.paid,9.first.gate,9.first.name,9.first.place,9.first.show,9.first.win,9.pick_3.numbers,9.pick_3.paid,9.pick_4.numbers,9.pick_4.paid,9.pick_5.numbers,9.pick_5.paid,9.second.gate,9.second.name,9.second.place,9.second.show,9.superfecta.numbers,9.superfecta.paid,9.third.gate,9.third.name,9.third.show,9.trifecta.numbers,9.trifecta.paid,year
,,,,,,,,1-4,58.2,1,Lincoln Law,7.2,3.0,16.2,4,Mr. Right,3.2,2.4,1-4-2-6,745.8,2,Fight The Tide,3.2,1-4-2,193.8,10-8,65.8,8-9,81.8,8,Wine Scholar,8.0,3.8,17.8,,,,,,,9,Panama Will,3.6,2.6,8-9-3-5,1560.6,3,Buck Magic,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1-3,289.6,3-4,150.4,3,Fine Lookin Lady,12.4,6.0,25.8,4,Get Real,5.6,3.0,3-4-5-2,2916.2,5,Grandiose Tactics,2.6,,,3-3,61.0,3-4,18.2,3,C J's Awesome,2.6,2.1,3.4,,,4,De Facto,5.4,3.2,3-4-2-6,196.6,2,Northeast Bound,2.4,,,3-4,18.4,4-1,34.2,4,Nicklaus Way,4.0,2.6,9.0,,,,,1,Doc Almon,4.6,3.4,4-1-2-5,764.8,2,Finding Candy,2.8,,,4-1,27.6,1-7,17.6,1,Cora Mesa,3.0,2.2,7.4,,,7,Smart Ashley,3.0,2.4,1-7-6-8,266.8,6,Devilish Reason,3.2,,,1-6,40.8,6-10,27.8,6,Jane's Heir,3.8,3.0,11.2,,,10,On The Same Page,2.6,2.2,6-10-5-4,1042.2,5,Lady Susan,3.2,,,6-1,21.8,1-3,10.8,1,Victory Courts,2.4,2.1,3.0,,,,,3,Fela Kuti,3.2,2.2,,,4,Rooster Cruiser,3.2,1-3-4,35.6,1-5,19.8,5-7,646.8,5,Via Villaggio,8.4,4.6,18.2,,,7,Cat Five' O,30.2,9.2,5-7-1-6,13263.6,,Honey Lake,2.8,,,5-10,69.2,10-3,17.8,10,Mio D'oro,3.2,2.6,5.6,,,,,,,3,Relentless Spirit,3.2,2.8,10-3-7-1,368.2,7,One Tango Charlie,4.0,,,2014-06-27
,,,,,,,,4-9,114.0,4,Forever Golden,9.8,6.2,20.4,9,Fredette,8.4,5.2,4-9-6-2,32470.6,6,Littlebitcranky,13.4,4-9-6,1782.8,5-1,353.6,1-8,72.4,1,Sistas Stroll,8.8,5.4,19.0,,,,,,,8,Engaginglee,3.2,2.8,1-8-2-3,8435.4,2,Cash In My Pocket,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6,68.8,6-1,26.2,6,Air Squadron,3.4,2.8,5.2,1,Kowboy Boots,4.6,3.8,6-1-2-4,719.2,2,Forty Four North,7.2,,,6-4,61.0,4-6,79.6,4,Mr. Z,6.2,3.6,10.8,,,6,Louisiana Brown,9.0,6.2,4-6-2-8,1218.6,2,Hashtag Bourbon,4.8,,,4-5,61.8,5-7,52.4,5,For Goodness Sake,5.2,3.6,10.4,,,,,7,Rankhasprivileges,4.6,3.0,5-7-8-1,587.8,8,Golden Soul,2.8,,,5-2,53.0,2-6,57.8,2,Hesinfront,3.6,3.0,7.0,,,6,Mutasaawy,7.4,5.4,2-6-3-4,9522.2,3,My Afleet,15.8,,,2-4,16.4,4-5,26.0,4,Cinco Charlie,3.0,2.2,4.6,,,5,Silverhill,6.0,3.2,4-5-1-6,264.0,1,Skyway,2.8,,,4-1,17.2,1-9,20.6,1,Good Lord,3.8,3.2,7.2,,,,,9,Pass The Dice,2.6,2.2,1-9-5-8,775.4,5,Cozzetti,5.4,,,1-5,33.0,5-4,29.0,5,Silver Max,4.0,2.8,4.6,,,4,Nikki's Sandcastle,5.8,3.4,5-4-1-6,806.4,1,Guys Reward,4.0,,,5-5,75.8,5-9,256.4,5,For Greater Glory,13.8,7.8,31.0,,,,,,,9,Cary Street,9.2,5.2,5-9-11-10,10171.4,11,Big Town,4.0,,,2014-06-28
,,,,,,,,6-1,50.2,6,Queen Of Scioto,6.2,,8.6,1,Tully's Dreamer,7.8,,,,4,Sluiceway,,6-1-4,116.4,3-8,626.8,8-7,223.8,8,More Than Less,16.4,7.6,41.4,,,,,,,7,Songoficeandfire,4.6,3.4,8-7-4-11,4552.0,4,Kashami,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1,32.2,1-3,49.2,1,Alaco Castle,3.8,3.0,6.4,3,Red Maserati,6.8,4.6,1-3-2-4,520.6,2,Mosquillo,4.4,,,1-4,20.4,4-7,60.6,4,Surf Classic,4.4,2.8,6.0,,,7,Giant Dragon,8.8,5.2,4-7-3-5,329.0,3,Tyler T,3.0,,,4-8,45.2,8-3,128.6,8,Mr. Chow,6.2,3.4,8.6,,,,,3,Tiger D,14.8,8.2,,,1,Not To Yield,2.8,,,8-6,2080.0,6-4,23.8,6,Dash To The Flash,2.6,2.2,3.4,,,4,Little Ariel,5.6,3.6,,,5,Jester And Me,3.4,6-4-5,73.4,6-3,49.4,3-2,73.0,3,On Lockdown,6.6,,16.6,,,2,Our Noble Heart,4.2,,,,1,Calbo,,3-2-1,127.0,3-6,112.6,6-14,100.4,6,Bitty Kitty,5.6,4.4,11.4,,,,,14,Naples Gold,9.2,8.4,6-14-10-4,22333.6,10,Morning Star,9.0,,,6-9,8.8,4-2,30.0,4,Conquest Eclipse,4.6,2.8,6.6,,,2,Skipalute,6.2,3.8,,,11,Tapalite,3.0,,,4-3,158.6,3-2,173.8,3,Hunting Hill,17.6,7.4,40.8,,,,,,,2,Brown Eyed Mary,4.8,3.0,3-2-4-5,1878.4,4,Jubilant Vision,3.2,,,2014-06-29
,,,,,,,,4-6,85.2,4,Heroic Act,4.6,2.6,10.2,6,Brilliant Messi,8.2,3.0,4-6-3-2,714.4,3,Jesse James,2.1,4-6-3,150.2,6-8,23.0,8-10,31.6,8,Zenaro,3.0,2.6,5.0,,,,,,,10,Helliecat,5.6,3.2,8-10-1-4,1151.8,,Cashleigh,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4-5,22.2,5-4,15.4,5,Unseen Visitor,2.4,2.1,3.4,4,Willa Wando,3.6,3.2,,,3,Sluiceway,2.6,5-4-3,43.2,5-2,7.6,2-1,8.2,2,In Tall Cotton,2.8,2.4,4.0,,,1,Lola Getz,2.4,2.1,2-1-6-4,136.0,6,Littlebitcranky,2.6,,,2-4,33.8,4-5,34.6,4,Thirtysilverpieces,3.6,2.4,8.4,,,,,5,Stormy Wayllen,3.8,2.6,4-5-6-3,110.8,6,Man Of Stature,2.2,,,4-4,103.2,4-1,50.8,4,Big Red Seven,5.8,3.2,16.2,,,1,The Strip,4.2,2.8,4-1-8-6,326.0,8,Sweet Miss Lou,2.8,,,4-1,320.4,1-8,66.6,1,Reason To Be Proud,8.4,4.6,30.6,,,8,Crooked As Can Be,2.8,2.4,1-8-4-2,900.0,4,Fela Kuti,4.0,,,1-4,53.6,4-7,18.4,4,Replay Runaway,2.6,2.1,3.8,,,,,7,Lili's Image,4.8,3.6,4-7-1-9,1085.4,1,Wov,4.0,,,4-8,16.2,8-7,98.8,8,Brown Eyed Mary,3.6,2.6,5.6,,,7,Fioretti,20.0,10.0,8-7-3-1,3716.2,3,Haunted Heroine,3.6,,,8-6,33.8,6-4,38.6,6,Joyful Moments,5.2,3.4,7.8,,,,,,,4,Aces High,5.6,4.0,6-4-2-3,745.0,2,Proud Maxx,4.2,,,2014-09-05
,,,,,,,,6-1,21.4,6,Defoe Street,2.6,2.4,3.6,1,Annafromindiana,5.4,3.6,6-1-7-3,587.2,7,Run Hide My Girl,5.2,6-1-7,93.4,7-9,19.2,9-1,13.6,9,Holy Boss,2.8,2.4,5.0,,,,,,,1,Sourcesandmethods,2.8,2.4,9-1-3-8,645.4,3,Roma Road,7.2,5-4,121.6,4-5,49.6,4,Cristina's Journey,5.2,4.0,9.0,,,,,,,5,Pangburn,6.0,4.8,4-5-9-1,5138.8,9,Milehigh Butterfly,15.0,,,6-9,19.4,9-4,22.0,9,Keen Ice,3.4,2.4,5.8,4,Starbound,3.8,3.0,9-4-8-5,393.0,8,Tiznow R J,3.0,,,9-3,18.0,3-4,44.0,3,San Antone,3.4,2.4,6.0,,,4,Brown Almighty,7.4,4.8,3-4-7-1,720.8,7,Knights Nation,4.2,,,3-5,14.8,5-4,9.4,5,Bradester,2.6,2.2,4.4,,,,,4,Carve,3.0,2.2,5-4-1-2,46.4,1,Flashback,2.6,,,5-4,19.6,4-2,29.4,4,Late Night Lu,4.0,3.0,8.2,,,2,Starter,4.2,3.0,4-2-6-7,815.4,6,Eton Blue,4.0,,,4-7,17.4,7-9,23.6,7,Libby'sluckycharm,3.2,2.6,4.8,,,9,Indygo Star,5.2,3.8,7-9-6-3,512.6,6,Not Again Nancye,4.8,,,7-9,19.2,9-1,13.6,9,Holy Boss,2.8,2.4,5.0,,,,,1,Sourcesandmethods,2.8,2.4,9-1-3-8,645.4,3,Roma Road,7.2,,,9-6,23.8,6-7,22.2,6,Don't Tell Sophia,2.8,2.6,6.2,,,7,Molly Morgan,3.4,2.6,6-7-4-5,228.0,4,Frivolous,5.2,,,9-6,23.8,6-7,22.2,6,Don't Tell Sophia,2.8,2.6,6.2,,,,,,,7,Molly Morgan,3.4,2.6,6-7-4-5,228.0,4,Frivolous,5.2,,,2014-09-06
,,,,,,,,1-3,8.0,1,Au Moon,2.4,2.1,4.0,3,Jazil Bell,2.8,2.2,1-3-4-6,42.0,4,Rip And Roll,2.2,1-3-4,19.4,3-8,97.6,8-9,118.6,8,Ms. Zenergy,3.6,3.6,6.0,,,,,,,9,Miss Delstar,30.4,17.0,8-9-7-2,1222.6,7,Don't Maker Mad,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,9.4,4-1,12.8,4,Flashy Chelsey,2.4,2.1,3.8,1,Be Discreet,3.8,2.8,4-1-7-5,184.4,7,Lost Kodiak,2.6,,,4-5,27.2,5-6,22.6,5,Victoria Blu,4.0,2.8,10.8,,,6,Queen Of Scioto,3.4,2.2,5-6-1-3,322.0,1,Tully's Dreamer,3.0,,,5-6,51.4,6-7,68.2,6,Poster Girl,5.4,3.8,12.0,,,,,7,Any Day Now,6.0,3.8,6-7-5-2,658.6,5,Etna's Anger,2.8,,,6-7,65.0,7-8,23.8,7,Whiskey Runner,4.0,2.6,9.2,,,8,Geometry,3.8,2.6,7-8-3-2,284.4,3,Artemus Coalmine,2.6,,,7-1,26.2,1-6,66.6,1,Voodooville,4.2,3.0,6.8,,,6,Swaylon Braylon,9.0,5.8,1-6-5-7,2099.0,5,Cody Law,4.0,,,1-5,186.0,5-13,628.4,5,Tasseography,33.2,15.0,74.2,,,,,13,Red Neck Song,5.2,4.2,5-13-2-6,15141.2,2,Birdatthewire,4.0,,,5-7,406.6,7-8,39.4,7,Dream Seeker,4.4,3.2,7.6,,,8,Metro Dreamer,5.4,4.2,7-8-2-10,2291.0,2,Fight The Tide,4.2,,,7-3,65.0,3-7,205.2,3,Notte D'oro,10.8,7.4,18.0,,,,,,,7,Wicked Temper,11.4,7.2,3-7-10-4,12426.4,10,Songoficeandfire,6.0,,,2014-09-07
,,,,,,,,8-4,37.6,8,Mountain Vow,3.8,3.4,6.4,4,Leroy's Baby,5.6,4.4,8-4-3-1,718.6,3,Sadie's Temple,5.0,8-4-3,159.8,4-6,59.4,6-8,29.2,6,Tale Of Honor,4.4,3.0,8.4,,,,,,,8,Commandment,4.2,2.6,6-8-2-3,393.8,2,Thatcher Street,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,8-2,66.2,2-3,367.8,2,No Tanks,7.0,3.6,14.4,3,Sizzling Jazz,37.8,7.4,2-3-7-6,4437.2,7,Sugar Kate,2.2,,,2-8,89.4,8-3,21.4,8,Nagzilla,3.2,2.4,5.0,,,3,Holiday Twist,4.2,3.2,8-3-4-2,346.8,4,Greely's Striker,3.4,,,8-3,11.0,3-7,16.2,3,India's Song,2.8,2.1,3.8,,,,,7,Belle Rencontre (ire),4.4,3.6,3-7-5-9,527.4,5,Tuvalu,4.6,,,3-2,26.6,2-5,122.0,2,Riyadh,5.4,3.0,10.0,,,5,Dr Turkmen,11.6,6.4,2-5-1-8,3966.0,1,Hall Of Fame,2.4,,,2-1,118.6,1-3,38.2,1,Small Kiss,6.4,4.0,15.2,,,3,Another Trick,2.8,2.6,1-3-7-2,852.4,2,Grace's Miracle,,,,1-1,36.6,1-4,11.6,1,Concert Pianist,3.0,2.4,5.2,,,,,4,Mexican Miss,2.8,2.1,1-4-3-5,72.2,3,Tizsotiznot,2.6,,,1-2,79.6,2-9,140.4,2,Shobiz Star,9.2,4.6,20.2,,,9,Lexingtonian,5.6,3.4,2-9-5-6,2235.4,5,Purple Sky,3.6,,,2-4,174.8,4-2,52.8,4,Mr. Chow,5.0,3.8,12.0,,,,,,,2,Stroll To Victory,4.0,3.0,4-2-3-1,4425.6,3,Major Darby,8.8,,,2014-09-12
,,,,,,,,5-1,15.0,5,Bourbon Sense,2.2,2.1,3.6,1,Corruption,4.6,3.4,5-1-6-2,225.4,6,Signal Hill,5.0,5-1-6,92.8,6-2,25.4,2-1,27.0,2,Free World,3.0,2.8,5.0,,,,,,,1,Guilt Trip,4.2,4.0,2-1-3-5,809.0,3,Big Blue Spirit (gb),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5-4,19.0,4-5,40.2,4,Maybelle Slew,4.0,3.2,8.8,5,Slavic Princess,3.6,2.6,4-5-6-2,268.8,6,Leggy Laura,2.4,,,4-1,24.0,1-5,10.2,1,Tiz Windy,2.6,2.1,4.6,,,5,Ocean Bertie,2.6,2.4,1-5-4-3,50.8,4,Courageous Julie,2.8,,,1-5,16.6,5-7,27.8,5,Pearl Of A Girl,3.6,2.4,6.4,,,,,7,Beautiful Dancer,5.2,3.2,5-7-8-6,766.4,8,Salty's Officer,3.2,,,5-8,115.6,8-2,180.0,8,Hero Of Humor,17.2,5.6,45.0,,,2,Toasting Master,4.6,2.8,8-2-7-6,3308.2,7,Karlyrae'swarrior,6.8,,,8-6,160.8,6-3,34.0,6,Double Ours,3.0,2.6,5.4,,,3,Grey By You,4.2,3.2,6-3-8-7,816.6,8,Montezuma Express,4.6,,,6-3,50.0,3-6,85.4,3,Far Right,6.8,3.4,20.4,,,,,6,Risk Parity,4.8,3.0,3-6-7-5,3032.0,7,Curlino,2.4,,,3-5,141.6,5-4,71.6,5,Jinx The Cat,5.0,3.6,9.6,,,4,Posture,9.4,5.0,5-4-6-3,1184.2,6,Craigman,3.6,,,5-6,46.8,6-4,25.4,6,Aireofdistinction,4.0,3.4,7.0,,,,,,,4,Interest Free,4.0,2.8,6-4-1-3,248.8,1,Janis's Joy,4.4,,,2014-09-13
,,,,,,,,7-2,26.6,7,Makenzie's Magic,3.4,2.4,5.8,2,Glossed And Found,4.8,2.8,7-2-6-4,1519.4,6,Molly Z,5.0,7-2-6,229.8,9-8,92.0,8-9,20.2,8,Incompatible,3.8,2.8,7.2,,,,,,,9,Celebrategoodtimes,3.2,2.6,8-9-6-2,1696.6,6,Sky Mirage,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,7-1,16.4,1-6,17.2,1,Paige,3.0,2.4,5.0,6,Silver Allure,3.0,2.8,1-6-4-3,246.6,4,Slava,3.2,,,1-8,32.6,8-5,185.2,8,Saint Of Saints,5.8,3.8,10.4,,,5,Ride The Lightning,19.0,7.8,8-5-2-1,7018.4,2,Doddsprivatelabel,3.8,,,8-2,46.4,2-4,22.0,2,Galloping Domino,3.6,2.8,7.0,,,,,4,Determined Yankee,3.0,2.6,2-4-7-3,471.8,7,Befuddler,3.0,,,2-3,100.2,3-7,90.8,3,Silver Valley,9.4,8.0,24.0,,,7,Call To Action,3.2,2.8,3-7-1-8,9004.8,1,Cara's Nay Nay,5.6,,,3-6,50.4,6-1,54.0,6,The Candidate,2.2,2.1,2.6,,,1,Northern Empire,18.4,9.0,6-1-4-5,2300.4,4,Super Star Darrell,6.8,,,6-11,18.4,11-7,31.4,11,Taylor S,5.4,3.2,9.8,,,,,7,Lassofthemohicans,4.2,2.8,11-7-10-1,1460.2,10,Desert Valley,2.6,,,11-5,37.4,5-6,45.2,5,Eriugena (ire),4.2,3.4,9.0,,,6,Looking Cool,4.8,3.8,5-6-4-2,987.0,4,St. Padriag,7.6,,,5-9,153.6,9-5,118.8,9,Pappascat,8.6,6.0,23.2,,,,,,,5,Stormin Elle,5.2,3.6,9-5-3-7,30377.6,3,Annabird,11.6,,,2014-09-14
,,,,,,,,1-2,7.6,1,Pretty Fancy,2.4,2.2,4.6,2,Unbridledexplosion,2.4,2.1,1-2-7-4,132.2,7,Midnight Sweetie,3.0,1-2-7,37.4,1-6,27.6,6-2,60.2,6,One More Night,3.8,3.6,7.2,,,,,,,2,Marshall Raylan,10.8,8.8,6-2-9-7,5437.0,9,Utmost Intensity,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1,23.0,1-5,24.2,1,Marlene's Love,3.2,2.4,6.8,5,In Tall Cotton,3.2,2.4,,,3,One Thousand Watts,2.8,1-5-3,80.6,1-2,27.6,2-1,15.0,2,Wayward Kitten,2.8,2.6,5.0,,,1,Majestico,3.2,2.6,2-1-6-3,354.6,6,Watchyourownbobber,3.6,,,2-1,9.6,1-3,8.6,1,Great Rezults,2.2,2.1,4.0,,,,,3,Brett Park,3.8,2.4,1-3-6-2,71.6,6,Blame Angel,2.4,,,1-2,14.2,2-5,28.0,2,Como Se Llama,4.8,3.2,8.2,,,5,Red Maserati,3.4,2.4,2-5-3-6,90.2,3,Lincoln Law,2.2,,,2-6,16.2,6-4,8.8,6,My Boy Chisum,2.4,2.2,3.2,,,4,On Moonlight Bay,3.4,2.6,6-4-5-2,117.8,5,Double Minded,5.6,,,6-2,8.2,1-2,6.2,1,Midnight Notes,2.6,2.2,2.4,,,,,2,Sky Alert,3.6,3.0,,,4,Thunder Affair,3.6,,,2-2,22.4,2-9,56.6,2,Cameo Appearance,4.6,3.0,6.2,,,9,Nicklaus Way,7.0,4.0,,,5,Myositis Dan,2.6,,,2-1,23.4,1-4,26.2,1,Amarish,3.2,,6.2,2-2-1,60.0,,,,,4,Wild Target,3.6,,,,2,A. P. Corsair,,,,2014-09-19
,,,,,,,,1-3,34.6,1,Flat Deposit,5.2,2.6,10.2,3,Acquarossa,3.0,2.2,1-3-5-4,245.8,5,Character Witness,2.2,1-3-5,77.8,7-9,25.6,9-2,34.6,9,Froggyville,3.0,2.2,4.4,,,,,,,2,Quiet Rebel,7.6,5.0,9-2-3-4,534.6,3,Hometown Legend,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1-5,36.4,5-1,15.6,5,Devilish Reason,3.2,2.4,5.8,1,Requestada,2.8,2.2,5-1-4-2,84.4,4,Union Square,2.2,,,5-6,31.2,6-2,24.0,6,Ms. Zenergy,3.4,2.4,8.0,,,2,Justice Judy,3.4,2.2,6-2-4-3,944.4,4,Wish Keeper,3.4,,,6-5,25.4,5-9,14.6,5,Carta De Oro,2.6,2.2,4.2,,,,,9,Susie's Baby,3.6,3.0,5-9-4-7,1051.4,4,Maggie Sue,9.4,,,5-3,15.8,3-7,16.2,3,Moon Gun,2.8,2.2,7.4,,,7,Know You Now,2.6,2.1,3-7-4-5,59.4,4,Clever Fox,2.4,,,3-6,24.0,6-3,44.8,6,Lady Marian,3.8,3.0,6.6,,,3,Falcon Harbor,6.0,4.0,6-3-4-1,700.8,4,Wifeonthewarpath,4.6,,,6-4,30.2,4-1,18.2,4,Corps Of Discovery,3.0,2.6,5.0,,,,,,Pow Wow Pal,3.8,3.2,4-1-5-8,399.2,5,Bottom Line,3.8,,,4-6,13.6,6-3,7.2,6,Taketheodds,2.2,2.1,4.0,,,3,Sassy Kiss,2.6,2.2,6-3-4-7,89.6,4,Belle Natalie,2.6,,,6-7,21.0,7-8,240.8,7,Thank You Marylou,6.0,6.8,11.8,,,,,,,8,Henny Jenney,17.4,17.4,7-8-4-3,4387.6,4,Milam,6.4,,,2014-09-20
,,,,,,,,3-2,159.6,3,Omarvelous,9.2,5.0,15.0,2,Lanier,14.0,6.6,3-2-1-6,1168.8,1,Profit Machine,2.4,3-2-1,350.4,2-10,13.6,10-3,8.8,10,Colonel Jane,2.6,2.2,4.2,,,,,,,3,Bluegrass Gin,2.6,2.2,10-3-8-1,81.0,8,Amazing Bets,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3-2,69.8,2-3,15.2,2,Hey Court Lady,3.0,2.2,7.4,3,Daddy's Pleasure,2.2,2.1,2-3-1-5,211.8,1,Regal Market,4.2,,,2-4,47.2,4-7,27.2,4,Chocolat City,4.4,4.0,7.2,,,7,Something Blue,3.2,3.2,4-7-6-8,252.6,6,Jewelynamber,5.2,,,4-3,35.2,3-1,34.6,3,Whiskey Runner,4.0,2.6,7.8,,,,,1,From Day One,4.0,3.0,3-1-4-8,334.2,4,El Zohan,2.1,,,3-5,28.8,5-6,9.2,5,Unseen Visitor,2.6,2.2,7.2,,,6,Heir To Dare,2.1,2.1,,,1,Wilhelmina,3.0,5-6-1,55.8,5-9,36.6,9-4,110.0,9,I'm A Looker,4.4,4.6,8.6,,,4,Titanium,14.0,7.0,9-4-2-7,10696.4,2,Shopaholic,4.2,,,9-8,53.2,8-5,138.8,8,Congenial,4.8,3.8,7.6,,,,,5,Victory Courts,12.8,7.4,8-5-7-6,3110.8,7,Chongo,6.8,,,8-6,28.4,6-5,35.8,6,Tarpy's Goal,3.0,2.2,4.8,,,5,Brink Of War,8.2,3.8,6-5-3-2,815.6,3,Bagg O'day,2.6,,,6-2,15.2,2-3,8.8,2,Chiseled,2.6,2.6,6.2,,,,,,,3,Bern' James Bern,2.2,2.1,2-3-10-6,471.6,10,Bold Shadow,3.6,,,2014-09-21
,,,,,,,,3-1,56.0,3,Sendario,3.0,2.1,3.6,1,American Empire,12.6,4.4,3-1-4-6,461.2,4,Brilliant Messi,2.4,3-1-4,125.4,7-3,47.4,3-6,14.4,3,Flashy Gal,3.0,2.6,4.8,,,,,,,6,High Wire Kitten,3.4,3.0,3-6-5-7,245.6,5,Sumting Wong,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3-8,13.4,8-7,30.0,8,Ariadna,3.2,2.6,6.0,7,Luce Mia,4.6,4.2,8-7-3-4,1130.4,3,Tully's Dreamer,3.4,,,8-3,10.8,3-2,28.2,3,Battle Hardened,2.8,2.2,3.0,,,2,Wheaton's Express,8.0,4.8,3-2-6-7,840.6,6,Wicked Cheer,4.2,,,3-6,19.4,6-2,36.8,6,Gotit Todo,4.4,2.6,9.6,,,,,2,Serenade Me,4.6,3.2,6-2-3-4,445.2,3,Purple Notion,3.6,,,6-4,165.4,4-8,211.4,4,Annafromindiana,8.8,4.2,21.2,,,8,Bettina Brugge,16.4,8.2,4-8-7-3,4194.8,7,Libby'sluckycharm,3.2,,,4-1,275.2,1-9,80.0,1,Henry Jones,9.0,6.4,22.0,,,9,Island Town,3.2,3.0,1-9-5-8,6638.8,5,Perfectly,9.8,,,1-6,136.8,6-2,48.6,6,Miraculousmo,4.4,2.6,10.2,,,,,2,Zenaro,5.0,3.0,6-2-8-3,1001.4,8,Prado Dash,2.6,,,6-7,40.8,7-8,29.8,7,Tough Customer,3.8,3.0,5.0,,,8,Fiveotwo,5.4,4.6,7-8-3-2,644.2,3,Burden,4.8,,,7-7,42.0,7-6,85.6,7,Big Big Easy,7.4,4.8,13.6,,,,,,,6,Eagle,5.0,4.6,7-6-1-8,1044.2,1,Rod Mcleod,2.8,,,2014-09-26
